Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Regulation Of Granulocyte Differentiation (GO:0030852),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,C1QC,2
Regulation Of Inflammatory Response To Wounding (GO:0106014),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,GRN,2
Regulation Of Mast Cell Activation (GO:0033003),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Regulation Of Memory T Cell Differentiation (GO:0043380),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,HLA-DRA,2
Amino Sugar Metabolic Process (GO:0006040),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,ST3GAL1,2
Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,TYROBP,2
Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Neuron Remodeling (GO:0016322),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,C1QA,2
Phosphatidylcholine Catabolic Process (GO:0034638),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,PLA2G7,2
Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,CD68,2
Response To Hydroxyurea (GO:0072710),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,NSMCE3,2
Dopamine Transport (GO:0015872),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,TGM2,2
Serine Family Amino Acid Catabolic Process (GO:0009071),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,SDS,2
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Positive Regulation Of Monocyte Differentiation (GO:0045657),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,CD74,2
Positive Regulation Of Myoblast Fusion (GO:1901741),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,CD53,2
Glycosphingolipid Catabolic Process (GO:0046479),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,GM2A,2
Granulocyte Migration (GO:0097530),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,ITGB2,2
High-Density Lipoprotein Particle Assembly (GO:0034380),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,APOE,2
"Wound Healing, Spreading Of Epidermal Cells (GO:0035313)",1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,MMP12,2
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),2/80,0.0311872894154663,0.10236113918862,0,0,7.59778032912361,26.347162146717,LYN;APOE,2
Response To Type II Interferon (GO:0034341),2/80,0.0311872894154663,0.10236113918862,0,0,7.59778032912361,26.347162146717,CD74;HLA-DPA1,2
Wound Healing (GO:0042060),2/80,0.0311872894154663,0.10236113918862,0,0,7.59778032912361,26.347162146717,MMP12;HMOX1,2
Regulation Of Interleukin-8 Production (GO:0032677),2/81,0.0319068078919651,0.103051182685698,0,0,7.50122803703004,25.8412495969714,CD74;CD14,2
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),2/82,0.0326328699454197,0.103051182685698,0,0,7.40708955223881,25.3502841468214,TYROBP;CD14,2
Regulation Of MAPK Cascade (GO:0043408),3/204,0.0335176797702972,0.103051182685698,0,0,4.46178199909543,15.1507938262748,LYN;CD74;LAPTM5,2
Regulation Of Angiogenesis (GO:0045765),3/205,0.0339335993240507,0.103051182685698,0,0,4.43946894689469,15.0202755964014,GRN;GPNMB;HMOX1,2
Negative Regulation Of Hemostasis (GO:1900047),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOE,2
Regulation Of Dendritic Cell Differentiation (GO:2001198),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,TMEM176B,2
L-serine Metabolic Process (GO:0006563),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,SDS,2
N-acetylneuraminate Metabolic Process (GO:0006054),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,ST3GAL1,2
Alpha-Amino Acid Biosynthetic Process (GO:1901607),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,SDS,2
Basement Membrane Organization (GO:0071711),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,CTSS,2
Regulation Of Phospholipase Activity (GO:0010517),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOC2,2
Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034135),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,LYN,2
Regulation Of Triglyceride Catabolic Process (GO:0010896),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOC2,2
Positive Regulation Of Cholesterol Metabolic Process (GO:0090205),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOE,2
Positive Regulation Of Defense Response To Bacterium (GO:1900426),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,GRN,2
Signal Release (GO:0023061),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,TGM2,2
Fatty Acid Homeostasis (GO:0055089),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOE,2
Heme Catabolic Process (GO:0042167),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,HMOX1,2
Very-Low-Density Lipoprotein Particle Assembly (GO:0034379),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOC1,2
Positive Regulation Of Phospholipid Transport (GO:2001140),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,APOE,2
Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,CTSL,2
Regulation Of B Cell Apoptotic Process (GO:0002902),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,LYN,2
Regulation Of Axon Regeneration (GO:0048679),1/10,0.033976614095502,0.103051182685698,0,0,32.5522875816993,110.094532313003,GRN,2
Positive Regulation Of Protein Ubiquitination (GO:0031398),2/84,0.034104415909068,0.103098546777742,0,0,7.22570076447033,24.4107901334181,NSMCE3;LAPTM5,2
Defense Response To Gram-positive Bacterium (GO:0050830),2/85,0.0348497960704622,0.105006434717229,0,0,7.13828448120842,23.9611365774453,LYZ;RNASE1,2
Regulation Of Endothelial Cell Migration (GO:0010594),2/88,0.0371237484681292,0.108853513840525,0,0,6.88823325234294,22.6863851521856,GRN;APOE,2
Golgi To Lysosome Transport (GO:0090160),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,LAPTM5,2
Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,APOE,2
Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,LYN,2
Aspartate Family Amino Acid Catabolic Process (GO:0009068),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,SDS,2
Neutrophil Activation Involved In Immune Response (GO:0002283),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,TYROBP,2
Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,LYN,2
Positive Regulation Of Lipid Transport (GO:0032370),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,APOE,2
"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,HLA-DRA,2
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),1/11,0.0373110520780908,0.108853513840525,0,0,29.2955882352941,96.3375368932004,APOE,2
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730),2/90,0.0386707180283223,0.112463259076039,0,0,6.73100407055631,21.8937525473903,CD74;ITGB2,2
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,CD74,2
Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,ITGB2,2
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,HMOX1,2
Porphyrin-Containing Compound Catabolic Process (GO:0006787),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,HMOX1,2
Positive Regulation By Symbiont Of Entry Into Host (GO:0075294),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,CD74,2
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)",1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,HLA-DRA,2
Defense Response To Tumor Cell (GO:0002357),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,LAPTM5,2
Response To Muramyl Dipeptide (GO:0032495),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,VIM,2
Epithelial Cell Morphogenesis (GO:0003382),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,RILPL2,2
Granulocyte Differentiation (GO:0030851),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,LYN,2
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,TYROBP,2
Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,CD74,2
Low-Density Lipoprotein Particle Remodeling (GO:0034374),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,PLA2G7,2
Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,HMOX1,2
Negative Regulation Of Coagulation (GO:0050819),1/12,0.0406341472797855,0.112818070544178,0,0,26.6310160427808,85.3030458253537,APOE,2
Recombinational Repair (GO:0000725),2/95,0.0426437221318203,0.11638707984902,0,0,6.36751725244744,20.0887223348023,NSMCE3;SAMHD1,2
Positive Regulation Of Protein Modification Process (GO:0031401),3/225,0.0428143367731468,0.11638707984902,0,0,4.03542178542179,12.715138919942,LYN;CD74;GPNMB,2
Negative Regulation Of Neuroinflammatory Response (GO:0150079),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,GRN,2
Regulation Of Immune Effector Process (GO:0002697),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,HLA-DRA,2
Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,CD74,2
Regulation Of Leukocyte Migration (GO:0002685),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,HMOX1,2
Regulation Of Macrophage Cytokine Production (GO:0010935),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,LAPTM5,2
Regulation Of Myoblast Fusion (GO:1901739),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,CD53,2
Regulation Of Nitrogen Compound Metabolic Process (GO:0051171),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,APOE,2
Positive Regulation Of Fatty Acid Biosynthetic Process (GO:0045723),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,APOC2,2
Ether Lipid Metabolic Process (GO:0046485),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,PLA2G7,2
Positive Regulation Of Leukocyte Degranulation (GO:0043302),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,ITGB2,2
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,LYN,2
Lipid Oxidation (GO:0034440),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,PLA2G7,2
"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)",1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,CD74,2
Negative Regulation Of Bone Mineralization (GO:0030502),1/13,0.0439459376578998,0.11638707984902,0,0,24.4105392156863,76.2779330882361,SRGN,2
Apoptotic Process (GO:0006915),3/228,0.0442378705769413,0.116823572012095,0,0,3.9810101010101,12.4134824150733,ITGB2;EMP3;CD14,2
Negative Regulation Of Multicellular Organismal Process (GO:0051241),3/231,0.0456849447005304,0.11994336380717,0,0,3.9280303030303,12.1218483806213,SRGN;GRN;GPNMB,2
Positive Regulation Of Phosphorylation (GO:0042327),3/231,0.0456849447005304,0.11994336380717,0,0,3.9280303030303,12.1218483806213,LYN;CD74;GPNMB,2
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),3/232,0.0461725133287167,0.11994336380717,0,0,3.91067884080985,12.0267867625632,CD74;HMOX1;LITAF,2
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,APOC1,2
Regulation Of Establishment Of Protein Localization (GO:0070201),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,CTSD,2
Regulation Of Macrophage Differentiation (GO:0045649),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,C1QC,2
Regulation Of Mast Cell Degranulation (GO:0043304),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,LYN,2
Aminoglycan Catabolic Process (GO:0006026),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,FUCA1,2
Regulation Of Microglial Cell Activation (GO:1903978),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,GRN,2
Ceramide Transport (GO:0035627),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,PSAP,2
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,APOE,2
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,CD74,2
Lipoprotein Biosynthetic Process (GO:0042158),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,APOE,2
Prostanoid Biosynthetic Process (GO:0046457),1/14,0.0472464610426503,0.11994336380717,0,0,22.5316742081448,68.7751759854608,CD74,2
Inflammatory Response (GO:0006954),3/236,0.0481487184106496,0.121576856006214,0,0,3.84276238782677,11.656868904613,ITGB2;CD14;LYZ,2
Positive Regulation Of Inflammatory Response (GO:0050729),2/104,0.0501587908102398,0.121576856006214,0,0,5.8030436055019,17.3659648163059,GRN;PLA2G7,2
Positive Regulation Of Vasculature Development (GO:1904018),2/104,0.0501587908102398,0.121576856006214,0,0,5.8030436055019,17.3659648163059,GRN;HMOX1,2
Regulation Of Inflammatory Response (GO:0050727),3/240,0.0501661835658043,0.121576856006214,0,0,3.77713847334101,11.302762475987,GRN;APOE;PLA2G7,2
Regulation Of Cholesterol Biosynthetic Process (GO:0045540),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,APOE,2
B Cell Mediated Immunity (GO:0019724),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,CD74,2
Negative Regulation Of Immune Effector Process (GO:0002698),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,GRN,2
Negative Regulation Of Macrophage Activation (GO:0043031),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,GRN,2
Negative Regulation Of Phagocytosis (GO:0050765),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,SNX3,2
Negative Regulation Of Platelet Activation (GO:0010544),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,APOE,2
Negative Regulation Of Protein Processing (GO:0010955),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,CTSZ,2
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,SAMHD1,2
Regulation Of Monocyte Differentiation (GO:0045655),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,CD74,2
Astrocyte Development (GO:0014002),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,C1QA,2
Ceramide Catabolic Process (GO:0046514),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,GM2A,2
Positive Regulation Of Collagen Biosynthetic Process (GO:0032967),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,VIM,2
Ganglioside Biosynthetic Process (GO:0001574),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,ST3GAL1,2
Glycosaminoglycan Catabolic Process (GO:0006027),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,FUCA1,2
Keratan Sulfate Biosynthetic Process (GO:0018146),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,ST3GAL1,2
Regulation Of Amyloid-Beta Clearance (GO:1900221),1/15,0.0505357551625393,0.121576856006214,0,0,20.921218487395,62.4513889160488,APOE,2
Regulation Of Neuron Apoptotic Process (GO:0043523),2/105,0.0510214654251853,0.122106059181628,0,0,5.7464135632517,17.0985043794125,GRN;APOE,2
Negative Regulation Of MAPK Cascade (GO:0043409),2/105,0.0510214654251853,0.122106059181628,0,0,5.7464135632517,17.0985043794125,LYN;APOE,2
Lipid Transport (GO:0006869),2/108,0.0536414762845534,0.12322082164066,0,0,5.58293438468037,16.3324988045561,GM2A;APOE,2
